case_id,borrower_name,age,occupation,employer_business,employment_business_vintage_years,annual_income_lakh,existing_emi_inr,credit_score,loan_product,loan_purpose,loan_amount_inr,tenure_years,interest_rate_percent,primary_property_pdf,city,locality,property_type,property_address,building_society,flat_house_number,bedrooms,carpet_area_sqft,builtup_area_sqft,floor,total_floors,property_age_years,parking,occupancy,condition,sale_deed_status,property_card_status,share_certificate_status,building_plan_status,occupancy_certificate_status,property_tax_status,encumbrance_security_interest_status,owner_consistency,address_consistency,property_id_consistency,area_consistency,property_type_consistency,document_completeness,exceptions,comparable_count,average_comparable_rate_inr_sqft,adjusted_comparable_rate_inr_sqft,indicative_value_inr,indicative_value_low_inr,indicative_value_high_inr,valuation_confidence,ltv_percent,collateral_coverage_x,collateral_assessment,valuer_status,valuer_assessed_value_inr,valuer_override_reason,credit_review_status,data_classification,data_note
CLIQ-00618,Vikram Verma,50,Business Owner,Trading Business,11,42.56,81400,779,Loan Against Property (LAP),Debt Consolidation,24800000,10,8.48,Simulated - property information source,Mumbai,Dadar East,Apartment / Flat,"106, Dadar East, Mumbai, Maharashtra",Green Heights,304,2,670,820,13,14,23,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,56300,55600,37300000,35200000,38700000,High,66.5,1.5,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00619,Karan Verma,30,Government Employee,Government Department,7,11.94,15200,686,Home Loan,Purchase of Residential Property,18300000,15,11.47,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"827, Matunga, Mumbai, Maharashtra",Sunrise Apartments,109,2,470,550,17,28,18,1 Open,Tenant-occupied,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,8,57100,57800,27200000,26000000,28700000,High,67.3,1.49,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00620,Aditya Pawar,59,Salaried,Government Department,7,14.12,20100,793,Loan Against Property (LAP),Debt Consolidation,10000000,10,10.13,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"754, Wadala, Mumbai, Maharashtra",Green Heights,302,2,680,830,2,28,5,1 Covered,Self-occupied,Needs Review,Uploaded,Uploaded,Pending,Uploaded,Pending,Uploaded,Verification Pending,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency; Security-interest verification pending,8,43800,44000,29900000,28400000,31400000,Low,33.4,2.99,MEDIUM - REVIEW REQUIRED,Completed,30700000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00621,Ananya Malhotra,44,Salaried,Trading Business,8,15.03,20000,697,Loan Against Property (LAP),Education,18600000,10,11.22,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"334, Matunga, Mumbai, Maharashtra",Sai Enclave,209,1,930,1080,10,19,17,1 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,7,60900,60200,56000000,53300000,59600000,High,33.2,3.01,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00622,Neha Shah,32,Government Employee,Professional Practice,10,5.0,6400,750,Home Loan,Balance Transfer,50000000,10,8.33,Simulated - property information source,Mumbai,Wadala,Villa,"856, Wadala, Mumbai, Maharashtra",Sunrise Apartments,House-73,4,2340,2810,3,5,15,1 Covered,Vacant,Good,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,43800,44300,103700000,99400000,108900000,High,48.2,2.07,LOW - REVIEW COMPLETE,Completed,101200000,No material adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00623,Arjun Mehta,40,Self-Employed Professional,Private Company,13,18.1,32700,789,Home Loan,Balance Transfer,14500000,20,9.97,Simulated - property information source,Mumbai,Sion,Apartment / Flat,"340, Sion, Mumbai, Maharashtra",Demo Housing Society,901,3,570,710,6,10,12,1 Covered,Self-occupied,Needs Review,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,7,46700,45700,26000000,24700000,27100000,High,55.8,1.79,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00624,Arjun Joshi,49,Business Owner,Government Department,8,25.21,30000,727,Loan Against Property (LAP),Education,44700000,15,11.35,Simulated - property information source,Mumbai,Parel,Apartment / Flat,"949, Parel, Mumbai, Maharashtra",Sunrise Apartments,807,3,1320,1530,1,13,7,1 Covered,Vacant,Good,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Pass,Complete,Address mismatch,8,58900,58600,77400000,73100000,81300000,High,57.8,1.73,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00625,Rohan Chaudhari,32,Business Owner,Manufacturing Business,2,51.48,125400,807,Home Loan,Balance Transfer,21800000,10,11.35,Simulated - property information source,Mumbai,Wadala,Independent House,"574, Wadala, Mumbai, Maharashtra",Shree Residency,House-92,2,720,910,16,34,34,2 Covered,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,44900,46200,33300000,31900000,35600000,High,65.5,1.53,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00626,Sneha Sharma,29,Government Employee,Manufacturing Business,1,16.85,15600,721,Home Loan,Balance Transfer,9200000,20,11.34,Simulated - property information source,Thane,Majiwada,Apartment / Flat,"377, Majiwada, Thane, Maharashtra",Demo Housing Society,903,4,590,740,11,34,1,1 Open,Self-occupied,Good,Uploaded,Uploaded,Pending,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,33800,34400,20300000,19300000,21400000,High,45.3,2.21,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00627,Ananya Kulkarni,47,Business Owner,Professional Practice,11,56.8,80300,689,Home Loan,Construction,36200000,30,10.05,Simulated - property information source,Thane,Majiwada,Apartment / Flat,"331, Majiwada, Thane, Maharashtra",Sai Enclave,603,2,1530,1860,14,34,27,None,Vacant,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Exception,Pass,Pass,Complete,Property identification mismatch; Security-interest verification pending,5,34700,34000,52000000,49200000,54900000,High,69.6,1.44,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00628,Karan Pawar,48,Government Employee,Trading Business,11,13.1,26700,740,Home Loan,Construction,50000000,25,9.38,Simulated - property information source,Mumbai,Wadala,Independent House,"755, Wadala, Mumbai, Maharashtra",Sunrise Apartments,House-24,4,2720,3350,16,29,19,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,47000,47300,128700000,121900000,136300000,High,38.9,2.57,LOW - REVIEW COMPLETE,Completed,121600000,Condition/marketability adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00629,Neha Joshi,55,Self-Employed Professional,Professional Practice,8,24.6,23500,718,Loan Against Property (LAP),Debt Consolidation,25200000,15,10.95,Simulated - property information source,Thane,Balkum,Apartment / Flat,"410, Balkum, Thane, Maharashtra",Demo Housing Society,802,3,1500,1830,17,25,7,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Pass,Mostly Complete,Address mismatch; Document completeness review,8,23600,24100,36200000,34400000,37600000,High,69.6,1.44,MEDIUM - REVIEW REQUIRED,Completed,35200000,No material adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00630,Aarav Chaudhari,47,Government Employee,Trading Business,10,17.74,42200,794,Loan Against Property (LAP),Debt Consolidation,15300000,20,8.73,Simulated - property information source,Thane,Kopri,Apartment / Flat,"740, Kopri, Thane, Maharashtra",Demo Housing Society,409,2,1460,1850,10,29,7,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Exception,Pass,Pass,Exception,Pass,Complete,Owner mismatch; Area inconsistency,6,29600,29000,42300000,39900000,45100000,Low,36.2,2.76,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00631,Priya Chaudhari,31,Self-Employed Professional,Manufacturing Business,6,30.87,34000,789,Loan Against Property (LAP),Medical/Personal Need,16800000,20,10.49,Simulated - property information source,Mumbai,Parel,Apartment / Flat,"348, Parel, Mumbai, Maharashtra",Shree Residency,207,3,450,540,1,31,1,None,Tenant-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,61500,62100,27900000,26500000,29600000,High,60.2,1.66,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00632,Raj Verma,41,Self-Employed Professional,Manufacturing Business,4,6.01,9300,806,Loan Against Property (LAP),Education,15800000,20,10.98,Simulated - property information source,Thane,Wagle Estate,Villa,"306, Wagle Estate, Thane, Maharashtra",Green Heights,House-45,3,1620,1930,9,29,22,1 Open,Vacant,Average,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,7,24400,23700,38400000,36800000,40700000,Medium,41.1,2.43,MEDIUM - REVIEW REQUIRED,Completed,36300000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00633,Vikram Jain,26,Government Employee,Manufacturing Business,4,22.21,53000,725,Loan Against Property (LAP),Education,15900000,10,10.57,Simulated - property information source,Thane,Kalwa,Apartment / Flat,"550, Kalwa, Thane, Maharashtra",Sai Enclave,606,3,1680,1960,12,23,12,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Pass,Complete,Address mismatch,7,23900,23800,40000000,38300000,41700000,High,39.8,2.52,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00634,Aditya Pawar,44,Salaried,Professional Practice,1,8.47,16700,751,Loan Against Property (LAP),Business Expansion,41000000,10,11.01,Simulated - property information source,Thane,Ghodbunder Road,Independent House,"738, Ghodbunder Road, Thane, Maharashtra",Demo Housing Society,House-32,2,2680,3150,6,13,7,1 Open,Vacant,Average,Pending,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Complete,Security interest requires review,6,24800,25100,67300000,63800000,72000000,High,60.9,1.64,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00635,Karan Nair,32,Government Employee,Government Department,2,18.45,13700,760,Loan Against Property (LAP),Business Expansion,16300000,10,10.38,Simulated - property information source,Thane,Thane West,Apartment / Flat,"830, Thane West, Thane, Maharashtra",Shree Residency,907,1,1620,1940,1,26,22,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,33200,32900,53300000,51200000,55700000,High,30.6,3.27,LOW - REVIEW COMPLETE,Completed,50600000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00636,Aditya Pawar,35,Government Employee,Private Company,5,20.19,15300,765,Home Loan,Construction,12400000,15,8.71,Simulated - property information source,Thane,Vartak Nagar,Apartment / Flat,"974, Vartak Nagar, Thane, Maharashtra",Demo Housing Society,509,1,990,1170,12,15,16,1 Open,Vacant,Excellent,Pending,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Exception,Complete,Property type inconsistency,8,30400,30700,30400000,28800000,31900000,High,40.8,2.45,MEDIUM - REVIEW REQUIRED,Completed,30100000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00637,Sneha Nair,39,Government Employee,Manufacturing Business,1,17.48,41100,844,Home Loan,Construction,24100000,10,10.05,Simulated - property information source,Mumbai,Andheri West,Apartment / Flat,"331, Andheri West, Mumbai, Maharashtra",Shree Residency,702,4,1510,1780,16,34,11,2 Covered,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,7,47300,46500,70200000,67700000,72500000,Medium,34.3,2.91,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00638,Karan Bansal,33,Self-Employed Professional,Government Department,7,19.3,30300,802,Loan Against Property (LAP),Education,46300000,20,11.45,Simulated - property information source,Mumbai,Mahim,Apartment / Flat,"222, Mahim, Mumbai, Maharashtra",Ocean View CHS,709,4,1260,1490,3,8,22,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Exception,Mostly Complete,Property type inconsistency; Document completeness review,8,55800,54800,69000000,66600000,72800000,Medium,67.1,1.49,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00639,Neha Joshi,37,Salaried,Government Department,9,28.19,72100,788,Loan Against Property (LAP),Debt Consolidation,38300000,10,9.1,Simulated - property information source,Mumbai,Parel,Row House,"383, Parel, Mumbai, Maharashtra",Green Heights,House-62,1,1160,1400,18,24,3,None,Self-occupied,Good,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review; Security interest requires review,6,66400,66400,77000000,72600000,81000000,High,49.7,2.01,MEDIUM - REVIEW REQUIRED,Completed,75000000,No material adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00640,Karan More,45,Government Employee,Government Department,6,43.21,77300,737,Loan Against Property (LAP),Business Expansion,27300000,20,11.1,Simulated - property information source,Mumbai,Prabhadevi,Apartment / Flat,"737, Prabhadevi, Mumbai, Maharashtra",Demo Housing Society,801,4,860,1030,10,30,25,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,68200,67700,58200000,56300000,61800000,High,46.9,2.13,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00641,Kavya Patil,40,Self-Employed Professional,Government Department,14,22.29,39800,716,Home Loan,Purchase of Residential Property,8000000,25,11.73,Simulated - property information source,Mumbai,Sion,Apartment / Flat,"11, Sion, Mumbai, Maharashtra",Shree Residency,404,3,470,570,6,9,39,2 Covered,Self-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,5,41400,41600,19600000,19000000,20200000,High,40.8,2.45,MEDIUM - REVIEW REQUIRED,Completed,19200000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00642,Meera Nair,41,Government Employee,Private Company,9,19.7,22600,727,Loan Against Property (LAP),Business Expansion,50000000,20,9.34,Simulated - property information source,Mumbai,Parel,Apartment / Flat,"505, Parel, Mumbai, Maharashtra",Ocean View CHS,208,2,1330,1550,6,29,18,1 Covered,Tenant-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,66200,66400,88300000,83000000,91700000,High,56.6,1.77,LOW - REVIEW COMPLETE,Completed,89900000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
